0.000000000000000000e+00,2.535318024456501007e-03
2.502502501010894775e-02,4.593334719538688660e-02
5.005005002021789551e-02,7.195292413234710693e-02
7.507507503032684326e-02,8.670604228973388672e-02
1.001001000404357910e-01,9.517272561788558960e-02
1.251251250505447388e-01,1.002055555582046509e-01
1.501501500606536865e-01,1.033633500337600708e-01
1.751751750707626343e-01,1.054921299219131470e-01
2.002002000808715820e-01,1.070598885416984558e-01
2.252252250909805298e-01,1.083312705159187317e-01
2.502502501010894775e-01,1.094607785344123840e-01
2.752752900123596191e-01,1.105393692851066589e-01
3.003003001213073730e-01,1.116230860352516174e-01
3.253253400325775146e-01,1.127450615167617798e-01
3.503503501415252686e-01,1.139258295297622681e-01
3.753753900527954102e-01,1.151772513985633850e-01
4.004004001617431641e-01,1.165061369538307190e-01
4.254254400730133057e-01,1.179167777299880981e-01
4.504504501819610596e-01,1.194102242588996887e-01
4.754754900932312012e-01,1.209875419735908508e-01
5.005005002021789551e-01,1.226477771997451782e-01
5.255255103111267090e-01,1.243912652134895325e-01
5.505505800247192383e-01,1.262168735265731812e-01
5.755755901336669922e-01,1.281239837408065796e-01
6.006006002426147461e-01,1.301119774580001831e-01
6.256256103515625000e-01,1.321807652711868286e-01
6.506506800651550293e-01,1.343292891979217529e-01
6.756756901741027832e-01,1.365581452846527100e-01
7.007007002830505371e-01,1.388666033744812012e-01
7.257257103919982910e-01,1.412549614906311035e-01
7.507507801055908203e-01,1.437233686447143555e-01
7.757757902145385742e-01,1.462718993425369263e-01
8.008008003234863281e-01,1.489011198282241821e-01
8.258258104324340820e-01,1.516109853982925415e-01
8.508508801460266113e-01,1.544019132852554321e-01
8.758758902549743652e-01,1.572745293378829956e-01
9.009009003639221191e-01,1.602286249399185181e-01
9.259259104728698730e-01,1.632650047540664673e-01
9.509509801864624023e-01,1.663835197687149048e-01
9.759759902954101562e-01,1.695841103792190552e-01
1.001001000404357910e+00,1.728672683238983154e-01
1.026026010513305664e+00,1.762319505214691162e-01
1.051051020622253418e+00,1.796791553497314453e-01
1.076076030731201172e+00,1.832076609134674072e-01
1.101101160049438477e+00,1.868172883987426758e-01
1.126126170158386230e+00,1.905067414045333862e-01
1.151151180267333984e+00,1.942762583494186401e-01
1.176176190376281738e+00,1.981240510940551758e-01
1.201201200485229492e+00,2.020496428012847900e-01
1.226226210594177246e+00,2.060516774654388428e-01
1.251251220703125000e+00,2.101280242204666138e-01
1.276276230812072754e+00,2.142789065837860107e-01
1.301301360130310059e+00,2.185015529394149780e-01
1.326326370239257812e+00,2.227945923805236816e-01
1.351351380348205566e+00,2.271572798490524292e-01
1.376376390457153320e+00,2.315877228975296021e-01
1.401401400566101074e+00,2.360849827527999878e-01
1.426426410675048828e+00,2.406481504440307617e-01
1.451451420783996582e+00,2.452761232852935791e-01
1.476476430892944336e+00,2.499692887067794800e-01
1.501501560211181641e+00,2.547268867492675781e-01
1.526526570320129395e+00,2.595506012439727783e-01
1.551551580429077148e+00,2.644417285919189453e-01
1.576576590538024902e+00,2.694022953510284424e-01
1.601601600646972656e+00,2.744363844394683838e-01
1.626626610755920410e+00,2.795485258102416992e-01
1.651651620864868164e+00,2.847440838813781738e-01
1.676676630973815918e+00,2.900319695472717285e-01
1.701701760292053223e+00,2.954202294349670410e-01
1.726726770401000977e+00,3.009208440780639648e-01
1.751751780509948730e+00,3.065472841262817383e-01
1.776776790618896484e+00,3.123148083686828613e-01
1.801801800727844238e+00,3.182425498962402344e-01
1.826826810836791992e+00,3.243508636951446533e-01
1.851851820945739746e+00,3.306634724140167236e-01
1.876876831054687500e+00,3.372072577476501465e-01
1.901901960372924805e+00,3.440110385417938232e-01
1.926926970481872559e+00,3.511062562465667725e-01
1.951951980590820312e+00,3.585273325443267822e-01
1.976976990699768066e+00,3.663088679313659668e-01
2.002002000808715820e+00,3.744881153106689453e-01
2.027027130126953125e+00,3.831018507480621338e-01
2.052052021026611328e+00,3.921854197978973389e-01
2.077077150344848633e+00,4.017741978168487549e-01
2.102102041244506836e+00,4.118982255458831787e-01
2.127127170562744141e+00,4.225854277610778809e-01
2.152152061462402344e+00,4.338564574718475342e-01
2.177177190780639648e+00,4.457247555255889893e-01
2.202202320098876953e+00,4.581968486309051514e-01
2.227227210998535156e+00,4.712687730789184570e-01
2.252252340316772461e+00,4.849267899990081787e-01
2.277277231216430664e+00,4.991456568241119385e-01
2.302302360534667969e+00,5.138946175575256348e-01
2.327327251434326172e+00,5.291261076927185059e-01
2.352352380752563477e+00,5.447914600372314453e-01
2.377377271652221680e+00,5.608311891555786133e-01
2.402402400970458984e+00,5.771846175193786621e-01
2.427427530288696289e+00,5.937866568565368652e-01
2.452452421188354492e+00,6.105748414993286133e-01
2.477477550506591797e+00,6.274880766868591309e-01
2.502502441406250000e+00,6.444713473320007324e-01
2.527527570724487305e+00,6.614732742309570312e-01
2.552552461624145508e+00,6.784475445747375488e-01
2.577577590942382812e+00,6.953513622283935547e-01
2.602602720260620117e+00,7.121513485908508301e-01
2.627627611160278320e+00,7.288079261779785156e-01
2.652652740478515625e+00,7.452885508537292480e-01
2.677677631378173828e+00,7.615572810173034668e-01
2.702702760696411133e+00,7.775765061378479004e-01
2.727727651596069336e+00,7.933106422424316406e-01
2.752752780914306641e+00,8.087217807769775391e-01
2.777777671813964844e+00,8.237697482109069824e-01
2.802802801132202148e+00,8.384179472923278809e-01
2.827827930450439453e+00,8.526366353034973145e-01
2.852852821350097656e+00,8.663925528526306152e-01
2.877877950668334961e+00,8.796626329421997070e-01
2.902902841567993164e+00,8.924297094345092773e-01
2.927927970886230469e+00,9.046822786331176758e-01
2.952952861785888672e+00,9.164126515388488770e-01
2.977977991104125977e+00,9.276221990585327148e-01
3.003003120422363281e+00,9.383177757263183594e-01
3.028028011322021484e+00,9.485073089599609375e-01
3.053053140640258789e+00,9.582056999206542969e-01
3.078078031539916992e+00,9.674288034439086914e-01
3.103103160858154297e+00,9.761964678764343262e-01
3.128128051757812500e+00,9.845286011695861816e-01
3.153153181076049805e+00,9.924472570419311523e-01
3.178178071975708008e+00,9.999724030494689941e-01
3.203203201293945312e+00,1.007126212120056152e+00
3.228228330612182617e+00,1.013930082321166992e+00
3.253253221511840820e+00,1.020403861999511719e+00
3.278278350830078125e+00,1.026566743850708008e+00
3.303303241729736328e+00,1.032438635826110840e+00
3.328328371047973633e+00,1.038036227226257324e+00
3.353353261947631836e+00,1.043375492095947266e+00
3.378378391265869141e+00,1.048471450805664062e+00
3.403403520584106445e+00,1.053340673446655273e+00
3.428428411483764648e+00,1.057994604110717773e+00
3.453453540802001953e+00,1.062446355819702148e+00
3.478478431701660156e+00,1.066708326339721680e+00
3.503503561019897461e+00,1.070789813995361328e+00
3.528528451919555664e+00,1.074701905250549316e+00
3.553553581237792969e+00,1.078453540802001953e+00
3.578578472137451172e+00,1.082053542137145996e+00
3.603603601455688477e+00,1.085509896278381348e+00
3.628628730773925781e+00,1.088830232620239258e+00
3.653653621673583984e+00,1.092020988464355469e+00
3.678678750991821289e+00,1.095088243484497070e+00
3.703703641891479492e+00,1.098039150238037109e+00
3.728728771209716797e+00,1.100879311561584473e+00
3.753753662109375000e+00,1.103612780570983887e+00
3.778778791427612305e+00,1.106245279312133789e+00
3.803803920745849609e+00,1.108781695365905762e+00
3.828828811645507812e+00,1.111225485801696777e+00
3.853853940963745117e+00,1.113581776618957520e+00
3.878878831863403320e+00,1.115853667259216309e+00
3.903903961181640625e+00,1.118044853210449219e+00
3.928928852081298828e+00,1.120158672332763672e+00
3.953953981399536133e+00,1.122199177742004395e+00
3.978978872299194336e+00,1.124168157577514648e+00
