"u","v","w","vtkValidPointMask","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2","Time"
-8.0765e-13,0,0,1,2,0.2,3.1225e-17,0.6833
-8.3201e-13,0,0,1,2,0.2,3.1225e-17,0.69469
-8.4311e-13,0,0,1,2,0.2,3.1225e-17,0.7
-8.556e-13,0,0,1,2,0.2,3.1225e-17,0.70607
-8.7844e-13,0,0,1,2,0.2,3.1225e-17,0.71746
-9.0054e-13,0,0,1,2,0.2,3.1225e-17,0.72885
-9.2192e-13,0,0,1,2,0.2,3.1225e-17,0.74024
-9.4258e-13,0,0,1,2,0.2,3.1225e-17,0.75163
-9.6255e-13,0,0,1,2,0.2,3.1225e-17,0.76301
-9.8182e-13,0,0,1,2,0.2,3.1225e-17,0.7744
-1.0004e-12,0,0,1,2,0.2,3.1225e-17,0.78579
-1.0184e-12,0,0,1,2,0.2,3.1225e-17,0.79718
-1.0227e-12,0,0,1,2,0.2,3.1225e-17,0.8
-1.0356e-12,0,0,1,2,0.2,3.1225e-17,0.80856
-1.0523e-12,0,0,1,2,0.2,3.1225e-17,0.81995
-1.0683e-12,0,0,1,2,0.2,3.1225e-17,0.83134
-1.0837e-12,0,0,1,2,0.2,3.1225e-17,0.84273
-1.0986e-12,0,0,1,2,0.2,3.1225e-17,0.85412
-1.1128e-12,0,0,1,2,0.2,3.1225e-17,0.86551
-1.1264e-12,0,0,1,2,0.2,3.1225e-17,0.8769
-1.1395e-12,0,0,1,2,0.2,3.1225e-17,0.88829
-1.152e-12,0,0,1,2,0.2,3.1225e-17,0.89968
-1.1523e-12,0,0,1,2,0.2,3.1225e-17,0.9
-1.1639e-12,0,0,1,2,0.2,3.1225e-17,0.91106
-1.1753e-12,0,0,1,2,0.2,3.1225e-17,0.92245
-1.1861e-12,0,0,1,2,0.2,3.1225e-17,0.93384
-1.1963e-12,0,0,1,2,0.2,3.1225e-17,0.94523
-1.206e-12,0,0,1,2,0.2,3.1225e-17,0.95661
-1.2151e-12,0,0,1,2,0.2,3.1225e-17,0.968
-1.2236e-12,0,0,1,2,0.2,3.1225e-17,0.97939
-1.2315e-12,0,0,1,2,0.2,3.1225e-17,0.99078
-1.2374e-12,0,0,1,2,0.2,3.1225e-17,1
-1.2388e-12,0,0,1,2,0.2,3.1225e-17,1.0022
-1.2453e-12,0,0,1,2,0.2,3.1225e-17,1.0136
-1.2512e-12,0,0,1,2,0.2,3.1225e-17,1.0249
-1.2563e-12,0,0,1,2,0.2,3.1225e-17,1.0363
-1.2606e-12,0,0,1,2,0.2,3.1225e-17,1.0477
-1.2639e-12,0,0,1,2,0.2,3.1225e-17,1.0591
-1.2663e-12,0,0,1,2,0.2,3.1225e-17,1.0705
-1.2676e-12,0,0,1,2,0.2,3.1225e-17,1.0819
-1.2677e-12,0,0,1,2,0.2,3.1225e-17,1.0933
-1.2671e-12,0,0,1,2,0.2,3.1225e-17,1.1
-1.2664e-12,0,0,1,2,0.2,3.1225e-17,1.1047
-1.2636e-12,0,0,1,2,0.2,3.1225e-17,1.116
-1.2592e-12,0,0,1,2,0.2,3.1225e-17,1.1274
-1.2529e-12,0,0,1,2,0.2,3.1225e-17,1.1388
-1.2444e-12,0,0,1,2,0.2,3.1225e-17,1.1502
-1.2335e-12,0,0,1,2,0.2,3.1225e-17,1.1616
-1.2199e-12,0,0,1,2,0.2,3.1225e-17,1.173
-1.2033e-12,0,0,1,2,0.2,3.1225e-17,1.1844
-1.1832e-12,0,0,1,2,0.2,3.1225e-17,1.1958
-1.1748e-12,0,0,1,2,0.2,3.1225e-17,1.2
-1.1593e-12,0,0,1,2,0.2,3.1225e-17,1.2072
-1.1309e-12,0,0,1,2,0.2,3.1225e-17,1.2185
-1.0977e-12,0,0,1,2,0.2,3.1225e-17,1.2299
-1.0589e-12,0,0,1,2,0.2,3.1225e-17,1.2413
-1.0139e-12,0,0,1,2,0.2,3.1225e-17,1.2527
-9.62e-13,0,0,1,2,0.2,3.1225e-17,1.2641
-9.0228e-13,0,0,1,2,0.2,3.1225e-17,1.2755
-8.3383e-13,0,0,1,2,0.2,3.1225e-17,1.2869
-7.5563e-13,0,0,1,2,0.2,3.1225e-17,1.2983
-7.4279e-13,0,0,1,2,0.2,3.1225e-17,1.3
-6.6662e-13,0,0,1,2,0.2,3.1225e-17,1.3096
-5.6547e-13,0,0,1,2,0.2,3.1225e-17,1.321
-4.5084e-13,0,0,1,2,0.2,3.1225e-17,1.3324
-3.2126e-13,0,0,1,2,0.2,3.1225e-17,1.3438
-1.7509e-13,0,0,1,2,0.2,3.1225e-17,1.3552
-1.0532e-14,0,0,1,2,0.2,3.1225e-17,1.3666
1.7436e-13,0,0,1,2,0.2,3.1225e-17,1.378
3.8173e-13,0,0,1,2,0.2,3.1225e-17,1.3894
5.9764e-13,0,0,1,2,0.2,3.1225e-17,1.4
6.1377e-13,0,0,1,2,0.2,3.1225e-17,1.4008
8.7325e-13,0,0,1,2,0.2,3.1225e-17,1.4121
1.1628e-12,0,0,1,2,0.2,3.1225e-17,1.4235
1.4854e-12,0,0,1,2,0.2,3.1225e-17,1.4349
1.8442e-12,0,0,1,2,0.2,3.1225e-17,1.4463
2.2429e-12,0,0,1,2,0.2,3.1225e-17,1.4577
2.6851e-12,0,0,1,2,0.2,3.1225e-17,1.4691
3.1749e-12,0,0,1,2,0.2,3.1225e-17,1.4805
3.7167e-12,0,0,1,2,0.2,3.1225e-17,1.4919
4.1383e-12,0,0,1,2,0.2,3.1225e-17,1.5
4.315e-12,0,0,1,2,0.2,3.1225e-17,1.5032
4.9753e-12,0,0,1,2,0.2,3.1225e-17,1.5146
5.703e-12,0,0,1,2,0.2,3.1225e-17,1.526
6.5039e-12,0,0,1,2,0.2,3.1225e-17,1.5374
7.3843e-12,0,0,1,2,0.2,3.1225e-17,1.5488
8.3511e-12,0,0,1,2,0.2,3.1225e-17,1.5602
9.4115e-12,0,0,1,2,0.2,3.1225e-17,1.5716
1.0573e-11,0,0,1,2,0.2,3.1225e-17,1.583
1.1845e-11,0,0,1,2,0.2,3.1225e-17,1.5944
1.2519e-11,0,0,1,2,0.2,3.1225e-17,1.6
1.3236e-11,0,0,1,2,0.2,3.1225e-17,1.6057
1.4755e-11,0,0,1,2,0.2,3.1225e-17,1.6171
1.6413e-11,0,0,1,2,0.2,3.1225e-17,1.6285
1.8222e-11,0,0,1,2,0.2,3.1225e-17,1.6399
2.0192e-11,0,0,1,2,0.2,3.1225e-17,1.6513
2.2336e-11,0,0,1,2,0.2,3.1225e-17,1.6627
2.4668e-11,0,0,1,2,0.2,3.1225e-17,1.6741
2.7202e-11,0,0,1,2,0.2,3.1225e-17,1.6855
2.9954e-11,0,0,1,2,0.2,3.1225e-17,1.6969
3.0755e-11,0,0,1,2,0.2,3.1225e-17,1.7
3.2937e-11,0,0,1,2,0.2,3.1225e-17,1.7082
3.6173e-11,0,0,1,2,0.2,3.1225e-17,1.7196
3.9679e-11,0,0,1,2,0.2,3.1225e-17,1.731
4.3473e-11,0,0,1,2,0.2,3.1225e-17,1.7424
4.7578e-11,0,0,1,2,0.2,3.1225e-17,1.7538
5.2015e-11,0,0,1,2,0.2,3.1225e-17,1.7652
5.6809e-11,0,0,1,2,0.2,3.1225e-17,1.7766
6.1984e-11,0,0,1,2,0.2,3.1225e-17,1.788
6.7568e-11,0,0,1,2,0.2,3.1225e-17,1.7993
6.7902e-11,0,0,1,2,0.2,3.1225e-17,1.8
7.395e-11,0,0,1,2,0.2,3.1225e-17,1.8114
8.0467e-11,0,0,1,2,0.2,3.1225e-17,1.8228
8.7487e-11,0,0,1,2,0.2,3.1225e-17,1.8342
9.5045e-11,0,0,1,2,0.2,3.1225e-17,1.8456
1.0318e-10,0,0,1,2,0.2,3.1225e-17,1.8569
1.1192e-10,0,0,1,2,0.2,3.1225e-17,1.8683
1.2132e-10,0,0,1,2,0.2,3.1225e-17,1.8797
1.3143e-10,0,0,1,2,0.2,3.1225e-17,1.8911
1.3983e-10,0,0,1,2,0.2,3.1225e-17,1.9
1.4227e-10,0,0,1,2,0.2,3.1225e-17,1.9025
1.5392e-10,0,0,1,2,0.2,3.1225e-17,1.9139
1.6643e-10,0,0,1,2,0.2,3.1225e-17,1.9253
1.7985e-10,0,0,1,2,0.2,3.1225e-17,1.9367
1.9424e-10,0,0,1,2,0.2,3.1225e-17,1.948
2.0967e-10,0,0,1,2,0.2,3.1225e-17,1.9594
2.2621e-10,0,0,1,2,0.2,3.1225e-17,1.9708
2.4394e-10,0,0,1,2,0.2,3.1225e-17,1.9822
2.6293e-10,0,0,1,2,0.2,3.1225e-17,1.9936
2.7419e-10,0,0,1,2,0.2,3.1225e-17,2
2.8327e-10,0,0,1,2,0.2,3.1225e-17,2.005
3.0506e-10,0,0,1,2,0.2,3.1225e-17,2.0164
3.284e-10,0,0,1,2,0.2,3.1225e-17,2.0278
3.5338e-10,0,0,1,2,0.2,3.1225e-17,2.0392
3.8013e-10,0,0,1,2,0.2,3.1225e-17,2.0505
4.0877e-10,0,0,1,2,0.2,3.1225e-17,2.0619
4.3942e-10,0,0,1,2,0.2,3.1225e-17,2.0733
4.7223e-10,0,0,1,2,0.2,3.1225e-17,2.0847
5.0734e-10,0,0,1,2,0.2,3.1225e-17,2.0961
5.1993e-10,0,0,1,2,0.2,3.1225e-17,2.1
5.4491e-10,0,0,1,2,0.2,3.1225e-17,2.1075
5.8514e-10,0,0,1,2,0.2,3.1225e-17,2.1189
6.282e-10,0,0,1,2,0.2,3.1225e-17,2.1303
6.743e-10,0,0,1,2,0.2,3.1225e-17,2.1416
7.2366e-10,0,0,1,2,0.2,3.1225e-17,2.153
7.7651e-10,0,0,1,2,0.2,3.1225e-17,2.1644
8.331e-10,0,0,1,2,0.2,3.1225e-17,2.1758
8.9373e-10,0,0,1,2,0.2,3.1225e-17,2.1872
9.5868e-10,0,0,1,2,0.2,3.1225e-17,2.1986
9.6701e-10,0,0,1,2,0.2,3.1225e-17,2.2
1.0282e-09,0,0,1,2,0.2,3.1225e-17,2.21
1.1028e-09,0,0,1,2,0.2,3.1225e-17,2.2214
1.1828e-09,0,0,1,2,0.2,3.1225e-17,2.2328
1.2686e-09,0,0,1,2,0.2,3.1225e-17,2.2441
1.3606e-09,0,0,1,2,0.2,3.1225e-17,2.2555
1.4594e-09,0,0,1,2,0.2,3.1225e-17,2.2669
1.5654e-09,0,0,1,2,0.2,3.1225e-17,2.2783
1.6793e-09,0,0,1,2,0.2,3.1225e-17,2.2897
1.7896e-09,0,0,1,2,0.2,3.1225e-17,2.3
1.8017e-09,0,0,1,2,0.2,3.1225e-17,2.3011
1.9332e-09,0,0,1,2,0.2,3.1225e-17,2.3125
2.0747e-09,0,0,1,2,0.2,3.1225e-17,2.3239
2.227e-09,0,0,1,2,0.2,3.1225e-17,2.3352
2.391e-09,0,0,1,2,0.2,3.1225e-17,2.3466
2.5676e-09,0,0,1,2,0.2,3.1225e-17,2.358
2.7579e-09,0,0,1,2,0.2,3.1225e-17,2.3694
2.9633e-09,0,0,1,2,0.2,3.1225e-17,2.3808
3.1848e-09,0,0,1,2,0.2,3.1225e-17,2.3922
3.3468e-09,0,0,1,2,0.2,3.1225e-17,2.4
3.424e-09,0,0,1,2,0.2,3.1225e-17,2.4036
3.6825e-09,0,0,1,2,0.2,3.1225e-17,2.415
3.962e-09,0,0,1,2,0.2,3.1225e-17,2.4264
4.2645e-09,0,0,1,2,0.2,3.1225e-17,2.4377
4.5919e-09,0,0,1,2,0.2,3.1225e-17,2.4491
4.9468e-09,0,0,1,2,0.2,3.1225e-17,2.4605
5.3315e-09,0,0,1,2,0.2,3.1225e-17,2.4719
5.749e-09,0,0,1,2,0.2,3.1225e-17,2.4833
6.2023e-09,0,0,1,2,0.2,3.1225e-17,2.4947
6.427e-09,0,0,1,2,0.2,3.1225e-17,2.5
6.6947e-09,0,0,1,2,0.2,3.1225e-17,2.5061
7.2305e-09,0,0,1,2,0.2,3.1225e-17,2.5175
7.8135e-09,0,0,1,2,0.2,3.1225e-17,2.5288
8.4486e-09,0,0,1,2,0.2,3.1225e-17,2.5402
9.1407e-09,0,0,1,2,0.2,3.1225e-17,2.5516
9.8957e-09,0,0,1,2,0.2,3.1225e-17,2.563
1.072e-08,0,0,1,2,0.2,3.1225e-17,2.5744
1.162e-08,0,0,1,2,0.2,3.1225e-17,2.5858
1.2604e-08,0,0,1,2,0.2,3.1225e-17,2.5972
1.2862e-08,0,0,1,2,0.2,3.1225e-17,2.6
1.368e-08,0,0,1,2,0.2,3.1225e-17,2.6086
1.4858e-08,0,0,1,2,0.2,3.1225e-17,2.62
1.6149e-08,0,0,1,2,0.2,3.1225e-17,2.6313
1.7564e-08,0,0,1,2,0.2,3.1225e-17,2.6427
1.9115e-08,0,0,1,2,0.2,3.1225e-17,2.6541
2.0817e-08,0,0,1,2,0.2,3.1225e-17,2.6655
2.2685e-08,0,0,1,2,0.2,3.1225e-17,2.6769
2.4737e-08,0,0,1,2,0.2,3.1225e-17,2.6883
2.6992e-08,0,0,1,2,0.2,3.1225e-17,2.6997
2.706e-08,0,0,1,2,0.2,3.1225e-17,2.7
2.9469e-08,0,0,1,2,0.2,3.1225e-17,2.7111
3.2194e-08,0,0,1,2,0.2,3.1225e-17,2.7224
3.5191e-08,0,0,1,2,0.2,3.1225e-17,2.7338
3.8488e-08,0,0,1,2,0.2,3.1225e-17,2.7452
4.2114e-08,0,0,1,2,0.2,3.1225e-17,2.7566
4.6103e-08,0,0,1,2,0.2,3.1225e-17,2.768
5.0491e-08,0,0,1,2,0.2,3.1225e-17,2.7794
5.5318e-08,0,0,1,2,0.2,3.1225e-17,2.7908
5.9574e-08,0,0,1,2,0.2,3.1225e-17,2.8
6.0622e-08,0,0,1,2,0.2,3.1225e-17,2.8022
6.6455e-08,0,0,1,2,0.2,3.1225e-17,2.8136
7.2864e-08,0,0,1,2,0.2,3.1225e-17,2.8249
7.9902e-08,0,0,1,2,0.2,3.1225e-17,2.8363
8.7625e-08,0,0,1,2,0.2,3.1225e-17,2.8477
9.6093e-08,0,0,1,2,0.2,3.1225e-17,2.8591
1.0537e-07,0,0,1,2,0.2,3.1225e-17,2.8705
1.1552e-07,0,0,1,2,0.2,3.1225e-17,2.8819
1.2661e-07,0,0,1,2,0.2,3.1225e-17,2.8933
1.3364e-07,0,0,1,2,0.2,3.1225e-17,2.9
1.3871e-07,0,0,1,2,0.2,3.1225e-17,2.9047
1.5191e-07,0,0,1,2,0.2,3.1225e-17,2.916
1.6626e-07,0,0,1,2,0.2,3.1225e-17,2.9274
1.8185e-07,0,0,1,2,0.2,3.1225e-17,2.9388
1.9875e-07,0,0,1,2,0.2,3.1225e-17,2.9502
2.1702e-07,0,0,1,2,0.2,3.1225e-17,2.9616
2.3673e-07,0,0,1,2,0.2,3.1225e-17,2.973
2.5794e-07,0,0,1,2,0.2,3.1225e-17,2.9844
2.807e-07,0,0,1,2,0.2,3.1225e-17,2.9958
2.8956e-07,0,0,1,2,0.2,3.1225e-17,3
3.0505e-07,0,0,1,2,0.2,3.1225e-17,3.0072
3.3103e-07,0,0,1,2,0.2,3.1225e-17,3.0185
3.5866e-07,0,0,1,2,0.2,3.1225e-17,3.0299
3.8794e-07,0,0,1,2,0.2,3.1225e-17,3.0413
4.1885e-07,0,0,1,2,0.2,3.1225e-17,3.0527
4.5136e-07,0,0,1,2,0.2,3.1225e-17,3.0641
4.8541e-07,0,0,1,2,0.2,3.1225e-17,3.0755
5.2093e-07,0,0,1,2,0.2,3.1225e-17,3.0869
5.5782e-07,0,0,1,2,0.2,3.1225e-17,3.0983
5.6356e-07,0,0,1,2,0.2,3.1225e-17,3.1
5.9595e-07,0,0,1,2,0.2,3.1225e-17,3.1096
6.3519e-07,0,0,1,2,0.2,3.1225e-17,3.121
6.7538e-07,0,0,1,2,0.2,3.1225e-17,3.1324
7.1633e-07,0,0,1,2,0.2,3.1225e-17,3.1438
7.5783e-07,0,0,1,2,0.2,3.1225e-17,3.1552
7.9966e-07,0,0,1,2,0.2,3.1225e-17,3.1666
8.4158e-07,0,0,1,2,0.2,3.1225e-17,3.178
8.8336e-07,0,0,1,2,0.2,3.1225e-17,3.1894
9.2201e-07,0,0,1,2,0.2,3.1225e-17,3.2
9.2472e-07,0,0,1,2,0.2,3.1225e-17,3.2008
9.6545e-07,0,0,1,2,0.2,3.1225e-17,3.2121
1.0053e-06,0,0,1,2,0.2,3.1225e-17,3.2235
1.0439e-06,0,0,1,2,0.2,3.1225e-17,3.2349
1.0812e-06,0,0,1,2,0.2,3.1225e-17,3.2463
1.1168e-06,0,0,1,2,0.2,3.1225e-17,3.2577
1.1505e-06,0,0,1,2,0.2,3.1225e-17,3.2691
1.1822e-06,0,0,1,2,0.2,3.1225e-17,3.2805
1.2115e-06,0,0,1,2,0.2,3.1225e-17,3.2919
1.231e-06,0,0,1,2,0.2,3.1225e-17,3.3
1.2384e-06,0,0,1,2,0.2,3.1225e-17,3.3032
1.2627e-06,0,0,1,2,0.2,3.1225e-17,3.3146
1.2842e-06,0,0,1,2,0.2,3.1225e-17,3.326
1.3028e-06,0,0,1,2,0.2,3.1225e-17,3.3374
1.3184e-06,0,0,1,2,0.2,3.1225e-17,3.3488
1.3309e-06,0,0,1,2,0.2,3.1225e-17,3.3602
1.3402e-06,0,0,1,2,0.2,3.1225e-17,3.3716
1.3463e-06,0,0,1,2,0.2,3.1225e-17,3.383
1.349e-06,0,0,1,2,0.2,3.1225e-17,3.3944
1.3491e-06,0,0,1,2,0.2,3.1225e-17,3.4
1.3483e-06,0,0,1,2,0.2,3.1225e-17,3.4057
1.3443e-06,0,0,1,2,0.2,3.1225e-17,3.4171
1.3368e-06,0,0,1,2,0.2,3.1225e-17,3.4285
1.3258e-06,0,0,1,2,0.2,3.1225e-17,3.4399
1.3113e-06,0,0,1,2,0.2,3.1225e-17,3.4513
1.2933e-06,0,0,1,2,0.2,3.1225e-17,3.4627
1.2717e-06,0,0,1,2,0.2,3.1225e-17,3.4741
1.2466e-06,0,0,1,2,0.2,3.1225e-17,3.4855
1.2178e-06,0,0,1,2,0.2,3.1225e-17,3.4969
1.2092e-06,0,0,1,2,0.2,3.1225e-17,3.5
1.1855e-06,0,0,1,2,0.2,3.1225e-17,3.5082
1.1494e-06,0,0,1,2,0.2,3.1225e-17,3.5196
1.1097e-06,0,0,1,2,0.2,3.1225e-17,3.531
1.0663e-06,0,0,1,2,0.2,3.1225e-17,3.5424
1.019e-06,0,0,1,2,0.2,3.1225e-17,3.5538
9.6804e-07,0,0,1,2,0.2,3.1225e-17,3.5652
9.1322e-07,0,0,1,2,0.2,3.1225e-17,3.5766
8.5458e-07,0,0,1,2,0.2,3.1225e-17,3.588
7.921e-07,0,0,1,2,0.2,3.1225e-17,3.5993
7.8839e-07,0,0,1,2,0.2,3.1225e-17,3.6
7.2581e-07,0,0,1,2,0.2,3.1225e-17,3.6107
6.5565e-07,0,0,1,2,0.2,3.1225e-17,3.6221
5.8168e-07,0,0,1,2,0.2,3.1225e-17,3.6335
5.0391e-07,0,0,1,2,0.2,3.1225e-17,3.6449
4.2239e-07,0,0,1,2,0.2,3.1225e-17,3.6563
3.3719e-07,0,0,1,2,0.2,3.1225e-17,3.6677
2.4837e-07,0,0,1,2,0.2,3.1225e-17,3.6791
1.5605e-07,0,0,1,2,0.2,3.1225e-17,3.6905
7.6029e-08,0,0,1,2,0.2,3.1225e-17,3.7
6.0398e-08,0,0,1,2,0.2,3.1225e-17,3.7018
-3.8536e-08,0,0,1,2,0.2,3.1225e-17,3.7132
-1.4053e-07,0,0,1,2,0.2,3.1225e-17,3.7246
-2.4538e-07,0,0,1,2,0.2,3.1225e-17,3.736
-3.5287e-07,0,0,1,2,0.2,3.1225e-17,3.7474
-4.6273e-07,0,0,1,2,0.2,3.1225e-17,3.7588
-5.747e-07,0,0,1,2,0.2,3.1225e-17,3.7702
-6.8846e-07,0,0,1,2,0.2,3.1225e-17,3.7816
-8.037e-07,0,0,1,2,0.2,3.1225e-17,3.7929
-8.7567e-07,0,0,1,2,0.2,3.1225e-17,3.8
-9.2e-07,0,0,1,2,0.2,3.1225e-17,3.8043
-1.0371e-06,0,0,1,2,0.2,3.1225e-17,3.8157
-1.1546e-06,0,0,1,2,0.2,3.1225e-17,3.8271
-1.272e-06,0,0,1,2,0.2,3.1225e-17,3.8385
-1.389e-06,0,0,1,2,0.2,3.1225e-17,3.8499
-1.5052e-06,0,0,1,2,0.2,3.1225e-17,3.8613
-1.62e-06,0,0,1,2,0.2,3.1225e-17,3.8727
-1.7331e-06,0,0,1,2,0.2,3.1225e-17,3.884
-1.8441e-06,0,0,1,2,0.2,3.1225e-17,3.8954
-1.8878e-06,0,0,1,2,0.2,3.1225e-17,3.9
-1.9524e-06,0,0,1,2,0.2,3.1225e-17,3.9068
-2.0578e-06,0,0,1,2,0.2,3.1225e-17,3.9182
-2.1597e-06,0,0,1,2,0.2,3.1225e-17,3.9296
-2.2579e-06,0,0,1,2,0.2,3.1225e-17,3.941
-2.3519e-06,0,0,1,2,0.2,3.1225e-17,3.9524
-2.4414e-06,0,0,1,2,0.2,3.1225e-17,3.9638
-2.526e-06,0,0,1,2,0.2,3.1225e-17,3.9752
-2.6054e-06,0,0,1,2,0.2,3.1225e-17,3.9865
-2.6793e-06,0,0,1,2,0.2,3.1225e-17,3.9979
-2.6921e-06,0,0,1,2,0.2,3.1225e-17,4
-2.7474e-06,0,0,1,2,0.2,3.1225e-17,4.0093
-2.8096e-06,0,0,1,2,0.2,3.1225e-17,4.0207
-2.8654e-06,0,0,1,2,0.2,3.1225e-17,4.0321
-2.9149e-06,0,0,1,2,0.2,3.1225e-17,4.0435
-2.9577e-06,0,0,1,2,0.2,3.1225e-17,4.0549
-2.9938e-06,0,0,1,2,0.2,3.1225e-17,4.0663
-3.0229e-06,0,0,1,2,0.2,3.1225e-17,4.0776
-3.045e-06,0,0,1,2,0.2,3.1225e-17,4.089
-3.0595e-06,0,0,1,2,0.2,3.1225e-17,4.1
-3.0599e-06,0,0,1,2,0.2,3.1225e-17,4.1004
-3.0675e-06,0,0,1,2,0.2,3.1225e-17,4.1118
-3.0679e-06,0,0,1,2,0.2,3.1225e-17,4.1232
-3.0608e-06,0,0,1,2,0.2,3.1225e-17,4.1346
-3.0462e-06,0,0,1,2,0.2,3.1225e-17,4.146
-3.024e-06,0,0,1,2,0.2,3.1225e-17,4.1574
-2.9942e-06,0,0,1,2,0.2,3.1225e-17,4.1688
-2.9566e-06,0,0,1,2,0.2,3.1225e-17,4.1801
-2.9113e-06,0,0,1,2,0.2,3.1225e-17,4.1915
-2.8724e-06,0,0,1,2,0.2,3.1225e-17,4.2
-2.858e-06,0,0,1,2,0.2,3.1225e-17,4.2029
-2.7967e-06,0,0,1,2,0.2,3.1225e-17,4.2143
-2.7273e-06,0,0,1,2,0.2,3.1225e-17,4.2257
-2.6495e-06,0,0,1,2,0.2,3.1225e-17,4.2371
-2.5632e-06,0,0,1,2,0.2,3.1225e-17,4.2485
-2.4682e-06,0,0,1,2,0.2,3.1225e-17,4.2599
-2.3643e-06,0,0,1,2,0.2,3.1225e-17,4.2712
-2.2511e-06,0,0,1,2,0.2,3.1225e-17,4.2826
-2.1285e-06,0,0,1,2,0.2,3.1225e-17,4.294
